Timestamp,Actual,Predicted,Residual,Z_score,Anomaly,Energy_Wastage
2024-10-19 21:30:00,0.2000574168483431,0.28095117232186795,-0.08089375547352484,-0.5734865520726522,False,0.0
2024-10-19 22:00:00,0.6020938087854087,0.39689424467930345,0.2051995641061053,1.3829074298024686,False,0.2051995641061053
2024-10-19 22:30:00,0.6484357605813813,0.46522665266418356,0.18320910791719774,1.2325299368575742,False,0.18320910791719774
2024-10-19 23:00:00,0.9003427890853477,0.5446059530577362,0.3557368360276115,2.4123275269507367,False,0.3557368360276115
2024-10-19 23:30:00,0.187750994460067,0.36607310521064956,-0.17832211075058257,-1.2397315668394993,False,0.0
2024-10-20 00:00:00,0.4154803355250459,0.426588214564763,-0.011107879039717106,-0.09626929696306061,False,0.0
2024-10-20 00:30:00,0.0279835494685021,0.38949095636299297,-0.36150740689449085,-2.492408880208933,False,0.0
2024-10-20 01:00:00,0.4671915260632016,0.5344899740162804,-0.06729844795307882,-0.48051766397060397,False,0.0
2024-10-20 01:30:00,0.2836332836388712,0.43474825893286007,-0.15111497529398887,-1.0536808189592226,False,0.0
2024-10-20 02:00:00,0.6955742991374924,0.5041927128288172,0.1913815863086752,1.2884158539617685,False,0.1913815863086752
2024-10-20 02:30:00,0.245897504996903,0.3873704774731103,-0.14147297247620733,-0.9877458425198992,False,0.0
2024-10-20 03:00:00,0.093469493672123,0.34803973170867664,-0.25457023803655365,-1.7611396779086645,False,0.0
2024-10-20 03:30:00,0.2964560432162467,0.2967409416267142,-0.00028489841046752673,-0.022258431556881866,False,0.0
2024-10-20 04:00:00,0.045752038130477,0.2005302432491387,-0.1547782051186617,-1.078731109520868,False,0.0
2024-10-20 04:30:00,0.500183242417885,0.30909999395359966,0.19108324846428537,1.286375728158805,False,0.19108324846428537
2024-10-20 05:00:00,0.0308194922906132,0.18324870201525373,-0.15242920972464052,-1.062667957612715,False,0.0
2024-10-20 05:30:00,0.3797429301971932,0.3131892183954682,0.06655371180172498,0.43480451198953124,False,0.06655371180172498
2024-10-20 06:00:00,0.0286980300239672,0.1781027464035136,-0.1494047163795464,-1.0419855432618388,False,0.0
2024-10-20 06:30:00,0.3216170325772264,0.2768427832333732,0.04477424934385321,0.28586985897609113,False,0.04477424934385321
2024-10-20 07:00:00,0.6488963593007556,0.21580436543866077,0.43309199386209485,2.9413058528926004,True,0.43309199386209485
2024-10-20 07:30:00,0.4351079819059658,0.22617252192836368,0.2089354599776021,1.4084546331088854,False,0.2089354599776021
2024-10-20 08:00:00,0.231084399172511,0.1828449950886018,0.0482394040839092,0.30956565127796165,False,0.0482394040839092
2024-10-20 08:30:00,0.3697994185101527,0.23046097374911,0.13933844476104268,0.9325288690043165,False,0.13933844476104268
2024-10-20 09:00:00,0.3780028120074078,0.341605647126591,0.03639716488081679,0.22858478271766974,False,0.03639716488081679
2024-10-20 09:30:00,0.4537717243072343,0.31509434733382397,0.13867737697341032,0.9280082844508716,False,0.13867737697341032
2024-10-20 10:00:00,0.1471902727865289,0.32732715553316244,-0.18013688274663353,-1.2521415350861063,False,0.0
